class_name,class_label,landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z
ஙை,51,0.24438041,0.77343297,-4.645955e-07,0.31297857,0.75766253,-0.045775738,0.38218465,0.7071004,-0.07845546,0.4049439,0.63059354,-0.10755636,0.35812265,0.5810436,-0.12960662,0.38804132,0.5315153,-0.053508982,0.41906646,0.5226,-0.093460925,0.393547,0.5968607,-0.10883248,0.3746778,0.61698455,-0.11450095,0.33844358,0.51334596,-0.05355161,0.36077473,0.51333284,-0.093348175,0.34413847,0.60141295,-0.10052513,0.34166145,0.6083935,-0.10067489,0.28430626,0.51874244,-0.059847027,0.30314922,0.5160839,-0.10425687,0.29872718,0.60919714,-0.1029684,0.29233828,0.6418875,-0.09472111,0.23326492,0.5354798,-0.06930931,0.23560771,0.46396047,-0.09468184,0.24379307,0.41833234,-0.09780423,0.25141776,0.35970038,-0.09810246
ல்,25,0.28238687,0.44848847,-4.645503e-07,0.34697878,0.4340743,-0.038002063,0.40137914,0.38895166,-0.07035091,0.44282556,0.347826,-0.099845886,0.49231732,0.3245115,-0.12623836,0.35574925,0.26592115,-0.07708935,0.38957796,0.22938904,-0.1314883,0.40058008,0.30012864,-0.15845847,0.40424907,0.35524634,-0.16942586,0.30860746,0.26171434,-0.079673655,0.3500642,0.27740163,-0.13966386,0.35920298,0.37670273,-0.15494367,0.35515884,0.43348932,-0.15700813,0.2619804,0.27834508,-0.08746977,0.2903765,0.2972993,-0.14525405,0.3152252,0.3820909,-0.1544229,0.3261409,0.43629086,-0.15050866,0.22545451,0.3091731,-0.09642258,0.19575633,0.2653292,-0.13567266,0.17538504,0.23248067,-0.1494474,0.15475567,0.18862185,-0.15511975
ணா,92,0.6735689,0.72059643,-3.5677354e-07,0.6138142,0.67137265,-0.032592304,0.5571475,0.5826758,-0.055893496,0.5048548,0.5286585,-0.07805785,0.45752615,0.47863153,-0.09960826,0.63795775,0.49299404,-0.06835121,0.65368515,0.3878929,-0.10883203,0.6683092,0.31294245,-0.13637756,0.68733513,0.24745752,-0.15921374,0.7032629,0.4883022,-0.07221924,0.6652226,0.5994974,-0.123731114,0.644855,0.6565352,-0.13325725,0.64989394,0.6678734,-0.1370844,0.7550193,0.53469497,-0.07873534,0.7086402,0.6583809,-0.11990388,0.6914731,0.69162744,-0.10481956,0.6966618,0.68555164,-0.0929552,0.7951052,0.5940013,-0.08981847,0.7524276,0.69314766,-0.12261372,0.73272437,0.7190811,-0.11694613,0.73463255,0.7093927,-0.10880719
ம்,22,0.40622032,0.81114274,-4.060578e-08,0.41536024,0.8300987,0.004160166,0.4173339,0.85237926,0.0050635645,0.41508436,0.8674032,0.004706595,0.4119438,0.87761253,0.004392237,0.41541398,0.867679,0.002661212,0.41723698,0.8939196,0.0013264746,0.41762704,0.9041436,0.00083434966,0.41758335,0.91014093,0.00089468574,0.4075037,0.869865,-0.001117126,0.40837356,0.89878565,-0.0018785268,0.40883216,0.9089107,-0.001423993,0.40941766,0.9146665,-0.0008035925,0.3995306,0.86887723,-0.004769529,0.39870787,0.89616245,-0.0049953586,0.39976725,0.9053495,-0.0030497296,0.4005215,0.9107982,-0.0015943891,0.3914845,0.8655556,-0.008252444,0.39019927,0.88760245,-0.007056108,0.39072073,0.89636695,-0.003925901,0.3909317,0.90112543,-0.0014776295
லை,183,0.19226128,0.7160764,-5.571387e-07,0.2669562,0.6939561,-0.032411803,0.33140117,0.60962117,-0.044503573,0.37787092,0.53996843,-0.054956585,0.4256245,0.49382135,-0.061647315,0.2991935,0.49274263,-0.027332688,0.2956199,0.49988016,-0.06563408,0.2895702,0.56372315,-0.090648614,0.28801763,0.61654705,-0.10105081,0.24575463,0.47671983,-0.023975369,0.24395096,0.49654317,-0.069289766,0.23793638,0.576706,-0.08927043,0.23178394,0.6395167,-0.09456635,0.1951508,0.4814803,-0.025906334,0.1939115,0.46549553,-0.06700545,0.19356608,0.5364077,-0.07278968,0.1960326,0.5970258,-0.06654958,0.15082732,0.50064754,-0.030455112,0.14744504,0.44350117,-0.0548623,0.14402822,0.4019791,-0.061369598,0.14434409,0.3595718,-0.06100359
சே,62,0.68257934,0.61855805,6.711276e-07,0.6122591,0.54187185,-0.03239126,0.5643969,0.4256764,-0.04719297,0.53914535,0.33111444,-0.059778027,0.5096757,0.26467624,-0.07395338,0.65821797,0.31275725,-0.044870846,0.66664445,0.17768466,-0.07786824,0.6753848,0.094209075,-0.10244906,0.68667233,0.023523629,-0.121066876,0.7166766,0.32015163,-0.053537466,0.7425635,0.18246381,-0.08441788,0.759247,0.093071386,-0.1090127,0.775239,0.017966568,-0.12736657,0.7643798,0.35549146,-0.066321746,0.80177486,0.23425074,-0.10396518,0.8216886,0.15146047,-0.12858069,0.8384212,0.07814649,-0.14528821,0.80258477,0.41515285,-0.08103497,0.85926986,0.3539481,-0.12123315,0.89307225,0.30311766,-0.14078087,0.922488,0.25213766,-0.15281424
டௌ,90,0.1518435,0.54960525,6.167009e-08,0.20359316,0.52124786,-0.03370651,0.25019327,0.4421553,-0.05519571,0.28796986,0.3755174,-0.074485295,0.33057496,0.33632836,-0.093119554,0.19605571,0.34542212,-0.05073554,0.19739267,0.26716328,-0.080854185,0.19363314,0.20786561,-0.096977405,0.18984273,0.15419276,-0.109483816,0.14319852,0.33924836,-0.04982756,0.16045876,0.3800152,-0.08751603,0.16850385,0.43986177,-0.09042611,0.16907667,0.44685996,-0.0882553,0.09717995,0.3619646,-0.05269177,0.117499396,0.4140122,-0.08766529,0.1305588,0.45988965,-0.077226005,0.13593116,0.45767453,-0.06632724,0.05910892,0.39592773,-0.05921257,0.071140245,0.43008244,-0.08256282,0.086560205,0.4648938,-0.07667781,0.093602195,0.4648332,-0.06886266
ற்,29,0.4065903,0.8050028,-2.4885507e-08,0.40417296,0.8235089,0.0038581265,0.40254712,0.8473863,0.0048997863,0.4025345,0.8655216,0.00440249,0.40269294,0.87937367,0.0037811417,0.40525192,0.8657402,0.005708209,0.40835747,0.8927475,0.0042134793,0.40958515,0.9059568,0.0027251104,0.41001007,0.91533375,0.0017155866,0.4053832,0.86956805,0.0015420784,0.40777323,0.89845437,0.00072167045,0.40763938,0.9106324,-0.00039140586,0.4075378,0.9193656,-0.0012254481,0.40541834,0.8701577,-0.0027789047,0.4072756,0.89785993,-0.0029435034,0.40740982,0.9091375,-0.0019162155,0.4072898,0.91753525,-0.0015436067,0.4048462,0.8685387,-0.0070733773,0.40772387,0.8907558,-0.0064030187,0.40823773,0.9016433,-0.004049816,0.40830207,0.909615,-0.002411631
ழோ,209,0.22149652,0.5696484,8.012543e-08,0.26819575,0.5410772,-0.017097807,0.30858493,0.47518831,-0.025858354,0.33783886,0.4211221,-0.03430494,0.36734128,0.38668662,-0.041859794,0.27609596,0.3963895,-0.019303592,0.2880506,0.3241212,-0.047902565,0.30277923,0.35207316,-0.06863703,0.30887228,0.38927087,-0.07923944,0.24950543,0.3915427,-0.02496904,0.26023877,0.3092935,-0.041984644,0.2734195,0.2618881,-0.057123046,0.2813242,0.21800452,-0.06843796,0.22172989,0.40677407,-0.034664843,0.22994757,0.33749342,-0.05345918,0.24460588,0.29172304,-0.069028355,0.25816694,0.2464807,-0.080534965,0.19428445,0.43728906,-0.045621112,0.1849574,0.40681267,-0.06221527,0.18260324,0.38866857,-0.069327995,0.18080282,0.36624074,-0.07444341
கை,39,0.7327639,0.41859904,-8.459965e-07,0.6165756,0.41279334,-0.031110542,0.55217546,0.35384908,-0.04675899,0.5186793,0.29125044,-0.058522426,0.47603846,0.25275615,-0.067114845,0.6069885,0.24932417,-0.04493621,0.58734715,0.33557957,-0.07754633,0.6026736,0.38880676,-0.09937099,0.6242002,0.4023227,-0.112607434,0.6607991,0.25481287,-0.044942167,0.6250728,0.3744678,-0.07099937,0.6298723,0.40769458,-0.07924454,0.6492659,0.40169173,-0.08771138,0.70440114,0.28441766,-0.048384134,0.6670602,0.39934078,-0.07445825,0.66561514,0.42460424,-0.069696456,0.68063617,0.40689194,-0.066297576,0.7323389,0.32682842,-0.055504084,0.7063422,0.41601053,-0.07263836,0.7035358,0.4302226,-0.069351375,0.7156893,0.41174316,-0.066141605
கோ,41,0.32563052,0.5960032,-5.376231e-07,0.37903735,0.5269162,-0.03592128,0.4177487,0.41683137,-0.05531004,0.4404208,0.33259156,-0.07009917,0.47160545,0.27245066,-0.08000405,0.3142757,0.31237832,-0.048385326,0.3366061,0.3408523,-0.079299495,0.35057044,0.4144821,-0.09348284,0.3456117,0.43405777,-0.10204053,0.25877962,0.3353535,-0.047196098,0.2926371,0.3868588,-0.07262459,0.31606448,0.4585025,-0.07708523,0.3122831,0.459486,-0.08123554,0.21845299,0.38178626,-0.0496718,0.25218365,0.43172228,-0.07861726,0.27860165,0.48656255,-0.0732451,0.27672988,0.4797855,-0.0692012,0.18876956,0.43330196,-0.055060577,0.21385166,0.45944345,-0.074008584,0.24403052,0.49889362,-0.06732207,0.2513141,0.5022347,-0.0608955
ழீ,202,0.40047997,0.78095573,-2.1865565e-08,0.39311323,0.8003968,0.002559407,0.39013687,0.8273693,0.0027771548,0.3896431,0.84720427,0.001870996,0.38972443,0.8608215,0.00087825034,0.3897696,0.84873646,0.0050198156,0.3949527,0.8767481,0.002739686,0.4001054,0.88945645,1.18002546e-07,0.40435368,0.896873,-0.0017184078,0.3963398,0.8508125,0.001976397,0.40178105,0.87630045,0.0011098121,0.40601832,0.8861781,-0.0012301289,0.40905645,0.89351004,-0.0030808602,0.40434408,0.8491419,-0.0013441477,0.40840837,0.8730368,-0.0016676101,0.4114257,0.88162845,-0.0016507482,0.4137155,0.8879325,-0.0021252932,0.4132109,0.8452832,-0.0044979663,0.4167242,0.86427,-0.0036067595,0.41815054,0.87098575,-0.0012849207,0.41951182,0.8749419,0.00034814898
ணூ,96,0.14043517,0.54005927,9.195401e-07,0.18419404,0.5449121,-0.052541815,0.2118885,0.51230466,-0.08162302,0.1812203,0.47417545,-0.10134678,0.13823466,0.44444168,-0.12208396,0.21805298,0.38570818,-0.067019194,0.2439097,0.307604,-0.10253029,0.26003814,0.25598615,-0.12785369,0.27284366,0.2111239,-0.14401549,0.17740124,0.36481476,-0.060500145,0.19117737,0.28021348,-0.09345518,0.19388197,0.22152479,-0.117197886,0.19714901,0.17236173,-0.13063022,0.13721147,0.37569448,-0.05720819,0.1438629,0.31871587,-0.09801364,0.14659266,0.26944858,-0.12195677,0.15005387,0.22611216,-0.13455532,0.097409785,0.40743187,-0.056161616,0.1065713,0.41810971,-0.096775785,0.1138596,0.45670885,-0.10620589,0.12081947,0.48936674,-0.10748943
ட,79,0.15846997,0.52467275,1.1922342e-07,0.20553856,0.5000079,-0.030784536,0.2535505,0.42785197,-0.05361027,0.2977705,0.37083122,-0.0757976,0.34431928,0.34394178,-0.098077916,0.20407155,0.3214913,-0.04587748,0.20963047,0.23522747,-0.07485436,0.21088684,0.17293087,-0.08995924,0.20990038,0.11938003,-0.101607,0.15192746,0.3190602,-0.047025595,0.16860394,0.34388542,-0.08164845,0.17475809,0.41112638,-0.081208885,0.17253977,0.41625822,-0.07705324,0.1067755,0.341486,-0.052004337,0.123146385,0.37489498,-0.08723711,0.13646486,0.42761153,-0.07392909,0.1393475,0.42654634,-0.060666952,0.067157924,0.3732849,-0.060111545,0.07555446,0.38498962,-0.08302588,0.09171269,0.4259454,-0.07289567,0.097615376,0.43396875,-0.06210885
அ,0,0.6818043,0.41918766,3.1558125e-07,0.6309857,0.43486655,-0.036569864,0.5964329,0.41336477,-0.0687474,0.5799595,0.37875813,-0.097313,0.5733837,0.34847447,-0.12809902,0.59952974,0.34004062,-0.0946555,0.5916329,0.27681318,-0.14589703,0.58729106,0.22151528,-0.18235953,0.581317,0.1747579,-0.20745127,0.6320707,0.33438587,-0.09850031,0.6545834,0.37816206,-0.15449437,0.6623983,0.42367512,-0.1732563,0.65893847,0.44630605,-0.18361212,0.67369074,0.3493603,-0.102957115,0.6938456,0.415827,-0.15280515,0.69934005,0.46054733,-0.1473153,0.69602334,0.48227364,-0.13854367,0.7075716,0.37312138,-0.11005293,0.72294176,0.41594332,-0.14710759,0.7301194,0.44272208,-0.1404915,0.7302825,0.4526363,-0.13035797
தூ,108,0.2253803,0.7067044,3.3941166e-07,0.3235506,0.6254868,0.0022579257,0.35897344,0.54390144,0.00022621725,0.40180182,0.47505477,-0.0012866847,0.44465703,0.43633232,-0.003932771,0.30489507,0.44627523,-0.04645567,0.31635773,0.32806873,-0.07880431,0.31228456,0.257384,-0.10203475,0.30847502,0.19783595,-0.121659674,0.2562636,0.44923827,-0.07309676,0.23746425,0.30796263,-0.1227496,0.21898514,0.22174402,-0.16877049,0.21003255,0.1458666,-0.20403823,0.20857602,0.49082473,-0.09540514,0.18000878,0.37820387,-0.14940128,0.16562034,0.29535675,-0.18868428,0.1593728,0.22121055,-0.2153473,0.18216896,0.5601895,-0.11362674,0.15157138,0.4968608,-0.15341055,0.17063001,0.4836625,-0.16841939,0.18681931,0.4761986,-0.18069786
ளு,215,0.7575144,0.5748909,-8.9887784e-08,0.7250151,0.53517246,-0.03072657,0.6958438,0.5111087,-0.05956078,0.68352485,0.4963781,-0.08187332,0.67704475,0.49339014,-0.10515488,0.6890782,0.5918249,-0.09092858,0.69047403,0.58421755,-0.12047899,0.7102254,0.5629273,-0.1413562,0.728371,0.54730856,-0.15570037,0.7135959,0.6186523,-0.08486062,0.71497816,0.60137624,-0.10515064,0.7268443,0.5718168,-0.10920497,0.7344349,0.55713993,-0.116481006,0.73989093,0.6290915,-0.07715448,0.74165803,0.60242975,-0.093930975,0.7466563,0.56997687,-0.09069996,0.7457942,0.556524,-0.09017305,0.76594603,0.62562764,-0.07154581,0.7705312,0.6014684,-0.08419839,0.7713408,0.57633567,-0.081642985,0.7668928,0.56452346,-0.081023954
ளௌ,222,0.25385112,0.5540804,-9.805138e-08,0.3141626,0.52053523,-0.027508486,0.3678983,0.42570153,-0.037680104,0.40695345,0.35114777,-0.04659179,0.44721723,0.30614772,-0.054255106,0.3139721,0.3304977,-0.030100822,0.32611683,0.22942734,-0.050467778,0.33420867,0.16574451,-0.060582984,0.3421707,0.111291796,-0.0687944,0.27081293,0.3303341,-0.032058723,0.2947599,0.30246225,-0.08118361,0.30176666,0.3867985,-0.09725103,0.29932797,0.44762653,-0.09748453,0.23007035,0.34295362,-0.036864217,0.24380782,0.30377108,-0.081948474,0.26459497,0.3753712,-0.085677855,0.27649212,0.4300238,-0.07767752,0.1915729,0.36205468,-0.043574892,0.18067789,0.28383607,-0.07255643,0.17299324,0.23940091,-0.080876134,0.16468781,0.19106421,-0.0829506
ணா,92,0.87033105,0.68954694,-6.363454e-08,0.8239807,0.67755985,-0.018768456,0.7674228,0.6202927,-0.031303372,0.723335,0.58032215,-0.04500455,0.6807657,0.55881554,-0.059242517,0.789281,0.49702734,-0.02775345,0.7833214,0.3997571,-0.057185724,0.7798969,0.32902944,-0.076411806,0.77701855,0.27356374,-0.0903491,0.83516467,0.48267904,-0.03574572,0.80858934,0.50185233,-0.0790022,0.8064636,0.57931924,-0.08801579,0.81434363,0.62060827,-0.084778376,0.879916,0.5020984,-0.046237938,0.85304224,0.559248,-0.08483663,0.8433616,0.62214506,-0.07613344,0.8428161,0.6442661,-0.06129772,0.9194771,0.5376856,-0.0586619,0.8936935,0.5841047,-0.08299331,0.8757912,0.6326135,-0.07421428,0.8662883,0.65082383,-0.061161976
ழ,199,0.76097053,0.8039063,-3.2722116e-07,0.6813777,0.735912,-0.011929928,0.6314851,0.64707106,-0.029345352,0.63603747,0.6076915,-0.053904567,0.6824751,0.6405315,-0.08084054,0.70254475,0.50098616,-0.018994002,0.701028,0.39305854,-0.047939386,0.70473796,0.33276212,-0.067661144,0.71493787,0.28501767,-0.08352745,0.7581989,0.50728506,-0.03519811,0.7010732,0.5173347,-0.0792706,0.68419755,0.58969134,-0.089837365,0.69332105,0.63391966,-0.08878209,0.80120265,0.54848766,-0.054255888,0.7374573,0.58267975,-0.088934906,0.7191891,0.6405737,-0.08185054,0.7216228,0.6709716,-0.06864055,0.830638,0.6053819,-0.07626117,0.78083277,0.6320616,-0.091786645,0.7494951,0.66564494,-0.08243092,0.7355741,0.6867113,-0.070628755
கே,38,0.2768905,0.67715657,-5.498699e-07,0.32713032,0.60217553,-0.043860648,0.35435194,0.48052064,-0.06314058,0.3644892,0.38480577,-0.07673915,0.38707423,0.31266975,-0.08285647,0.25321162,0.36877185,-0.028914854,0.25914362,0.40375626,-0.06742179,0.27953523,0.47998643,-0.08639087,0.28311145,0.5010377,-0.09460809,0.19805147,0.39018333,-0.022065522,0.216168,0.45073715,-0.055204082,0.24893184,0.52335316,-0.059272956,0.25270778,0.5228061,-0.05640681,0.15684962,0.43665618,-0.022954134,0.1782948,0.4990815,-0.057827048,0.2137323,0.55438524,-0.05100637,0.22013026,0.5475577,-0.040130854,0.12596336,0.4900496,-0.02828774,0.14558901,0.52958053,-0.048564464,0.18029153,0.57052076,-0.042141363,0.1907042,0.5685079,-0.031658918
நு,119,0.1568082,0.5077727,2.5500026e-07,0.21392514,0.5067494,-0.025724893,0.2620558,0.50407493,-0.056305315,0.28245565,0.5191744,-0.08767595,0.25978783,0.53689355,-0.11745759,0.24496123,0.3745738,-0.07132124,0.25567725,0.29546908,-0.11461026,0.26139688,0.22829616,-0.14410767,0.26382798,0.16719419,-0.16558227,0.18791994,0.35712034,-0.07980452,0.22682492,0.46145493,-0.12269144,0.23134023,0.49478894,-0.13047932,0.22814736,0.49554077,-0.13367736,0.1437741,0.39333898,-0.0895904,0.19619034,0.5245563,-0.11982825,0.20628588,0.5328554,-0.1078259,0.20277894,0.50948095,-0.09787588,0.111346655,0.44021833,-0.10379827,0.16185388,0.5454597,-0.12177688,0.16329756,0.5537851,-0.11109536,0.15544742,0.5338915,-0.10132754
நை,123,0.72129816,0.7228388,-8.922889e-07,0.61961836,0.6952678,-0.027231378,0.55153084,0.6145727,-0.037744522,0.5131531,0.5467522,-0.04640251,0.4733789,0.49920133,-0.049785275,0.61248225,0.48400733,-0.021674655,0.5635245,0.5634472,-0.053014033,0.58206755,0.6262292,-0.06987047,0.60207486,0.62583256,-0.07963703,0.6604611,0.49019355,-0.02520518,0.60384125,0.5954087,-0.053695697,0.6191999,0.6515446,-0.058035318,0.6386145,0.64312714,-0.059162617,0.7049757,0.5210331,-0.034328643,0.6474923,0.6226383,-0.065531455,0.6565722,0.6664841,-0.058084324,0.6740743,0.65342534,-0.048616257,0.7422567,0.5642137,-0.04661691,0.69672006,0.63668466,-0.06598982,0.69330364,0.66307735,-0.061110903,0.7047653,0.6525867,-0.053471867
ண,91,0.6998955,0.5951898,-4.376943e-08,0.65385246,0.5830972,-0.0430868,0.6128867,0.55426896,-0.08145489,0.61691684,0.52394,-0.11664395,0.6527037,0.5098861,-0.14845753,0.63701224,0.41578367,-0.06971881,0.62529486,0.31386423,-0.117359035,0.6184384,0.24719529,-0.14288728,0.615771,0.19345762,-0.1594507,0.688216,0.40570664,-0.065892585,0.6661463,0.42659032,-0.108351275,0.65271246,0.49418655,-0.1041228,0.659135,0.50629383,-0.094374925,0.72770524,0.43124396,-0.067561716,0.69451636,0.4929043,-0.10240108,0.6734009,0.53993446,-0.08026568,0.67672527,0.5381561,-0.060274597,0.7610518,0.47130904,-0.07477404,0.7254302,0.5301208,-0.099334285,0.70086074,0.5641843,-0.08870156,0.6979316,0.5626594,-0.07563231
தீ,106,0.18770075,0.55055803,2.720773e-07,0.2631673,0.5326462,-0.04399837,0.3201346,0.48118627,-0.07073799,0.35734105,0.42869943,-0.089011334,0.39407817,0.38589647,-0.106834605,0.26156303,0.40081778,-0.10058109,0.2846174,0.30048004,-0.13416193,0.29735336,0.24677022,-0.15344964,0.31028077,0.19972296,-0.17015071,0.21165344,0.4002402,-0.09810953,0.19404593,0.30552363,-0.1512228,0.18568218,0.24334016,-0.18776977,0.18143293,0.18836306,-0.21580134,0.17353985,0.42354262,-0.09280737,0.14845075,0.37373054,-0.14316015,0.13557173,0.33117825,-0.16799116,0.12275882,0.2946561,-0.1842758,0.15052734,0.46203783,-0.08876228,0.13217404,0.44585907,-0.12941098,0.12945357,0.45185888,-0.14540707,0.12100589,0.45007437,-0.15653338
ஙூ,48,0.69409275,0.46596897,3.8353014e-07,0.631564,0.47046667,-0.039480817,0.5674437,0.42262083,-0.05925208,0.5169603,0.37910235,-0.07334767,0.46519038,0.3512001,-0.08830976,0.61351216,0.3271416,-0.06937147,0.5809817,0.2447907,-0.097801164,0.56203985,0.2009014,-0.112415746,0.5436444,0.15802006,-0.12447838,0.6624177,0.31125063,-0.071817346,0.66259766,0.21548676,-0.101278394,0.6633456,0.150135,-0.11828225,0.66527164,0.09398994,-0.13232009,0.70465946,0.32867262,-0.076965965,0.72050565,0.28270993,-0.12248217,0.72761816,0.25778466,-0.14788754,0.734592,0.23592988,-0.16257972,0.7367045,0.3640278,-0.082837485,0.7418619,0.37334937,-0.13054784,0.73795766,0.41187787,-0.15001862,0.7344256,0.44232637,-0.16192602
வி,189,0.15664439,0.5583435,1.5461985e-07,0.2074227,0.52013755,-0.038003813,0.24432185,0.4349361,-0.05583704,0.26574188,0.3639645,-0.07080404,0.28965688,0.3116138,-0.08195179,0.17343894,0.34399268,-0.036498867,0.1700378,0.28072405,-0.07626845,0.18395558,0.3291222,-0.10006155,0.1918406,0.37975907,-0.10863293,0.13133895,0.3400504,-0.034183696,0.12198392,0.24980803,-0.056418195,0.117394835,0.19221474,-0.07028102,0.10961689,0.13414292,-0.07958521,0.09369521,0.35808098,-0.039250534,0.079236105,0.26742545,-0.06303061,0.074246794,0.20379749,-0.07723278,0.06985076,0.14952841,-0.084671326,0.0597793,0.39613515,-0.047779236,0.031145021,0.3218875,-0.066453464,0.011290595,0.27148053,-0.07479992,-0.004529536,0.22524887,-0.07880506
மூ,144,0.67272836,0.60967743,3.7413227e-07,0.6183872,0.5951464,-0.023169152,0.5779625,0.5263181,-0.035500254,0.5571294,0.46241432,-0.04311582,0.5298772,0.41105247,-0.053694997,0.6057999,0.4490224,-0.05332067,0.5681496,0.38387066,-0.07296228,0.54365826,0.34601724,-0.084768154,0.52399516,0.31152886,-0.09594074,0.6454759,0.44106042,-0.06338323,0.63412476,0.34164408,-0.08147984,0.6304447,0.27333224,-0.0982899,0.6288546,0.21549542,-0.113393895,0.68574,0.45973158,-0.074311845,0.6890537,0.38101205,-0.10649603,0.68205076,0.32349932,-0.13526104,0.67449975,0.27406102,-0.15805912,0.72247195,0.49325326,-0.08454583,0.72640127,0.4933419,-0.12511638,0.7190344,0.5287855,-0.14318399,0.7080918,0.5595128,-0.15676503
ழி,201,0.16453056,0.68574184,2.1488191e-07,0.22634801,0.6349813,-0.0325647,0.26969436,0.53843755,-0.048616596,0.30790058,0.45573106,-0.064049125,0.3407487,0.39186242,-0.07711773,0.19299887,0.42575034,-0.015401809,0.19460586,0.3419519,-0.054569256,0.2048249,0.4023503,-0.08374897,0.2087,0.4693164,-0.094908334,0.14603102,0.42304075,-0.01760307,0.13824466,0.30851406,-0.032739174,0.1308486,0.24296266,-0.049926173,0.12325445,0.17611335,-0.061289877,0.103015944,0.44822437,-0.027782599,0.08618133,0.34173194,-0.05070457,0.08391011,0.2691937,-0.072543874,0.08551376,0.19911738,-0.08639759,0.064082526,0.49910212,-0.040445104,0.05009812,0.45232773,-0.059355006,0.06693483,0.45180285,-0.06231945,0.08790921,0.45529196,-0.062167015
டோ,89,0.4008232,0.774014,3.020659e-08,0.38834038,0.7940467,0.0051535275,0.3843709,0.817758,0.006564799,0.38596433,0.8354936,0.006708873,0.38971817,0.8483597,0.0064523392,0.38402998,0.8277748,0.003401728,0.38419062,0.85583603,0.0021040398,0.3854705,0.87068224,0.001246936,0.3867138,0.88080084,0.0007913852,0.39296573,0.83020425,-0.00055945676,0.3929566,0.8615234,-0.0013834304,0.39385635,0.87559456,-0.0017989487,0.39492756,0.88455576,-0.0020165858,0.4024023,0.8294682,-0.0042692116,0.40284193,0.85855037,-0.004458232,0.40376124,0.8725327,-0.0037804514,0.4046302,0.8823936,-0.0035190678,0.41114938,0.82672215,-0.0075263674,0.41060516,0.8498835,-0.0075939633,0.41073793,0.8619648,-0.006156054,0.41101792,0.871286,-0.0049330913
ரௌ,174,0.17732173,0.6966767,-1.0455045e-07,0.24301288,0.7363699,-0.031846844,0.29358292,0.72374904,-0.05595394,0.3121105,0.6677042,-0.07732207,0.31949648,0.604065,-0.100517415,0.34854406,0.67754114,-0.06416137,0.40381816,0.6098242,-0.10090492,0.42633557,0.5543256,-0.12498603,0.44034424,0.50057673,-0.13972194,0.31506875,0.63006175,-0.06408125,0.34267196,0.51709354,-0.10591644,0.33735287,0.4503708,-0.13136648,0.33273154,0.3945402,-0.1470132,0.27495676,0.58781403,-0.065323204,0.2856555,0.48476464,-0.10680584,0.2832575,0.4146518,-0.12622884,0.28034952,0.35334805,-0.13495225,0.2372852,0.5565624,-0.067029,0.2525838,0.45933574,-0.09943672,0.260031,0.39267328,-0.11223792,0.26762065,0.33100882,-0.1181073
ணௌ,102,0.14895467,0.60055774,9.42451e-07,0.18659762,0.5957946,-0.043949604,0.2031762,0.56381935,-0.06951785,0.14805175,0.55421436,-0.09054561,0.08835183,0.5511646,-0.11526619,0.19757006,0.4014949,-0.059324898,0.230633,0.31312132,-0.086964376,0.2469014,0.25665313,-0.10613336,0.25880158,0.19971466,-0.12166935,0.14896487,0.38876247,-0.06290089,0.15602084,0.2949959,-0.08777374,0.15979137,0.23803845,-0.11182451,0.16361797,0.18568882,-0.12976685,0.10595582,0.41649917,-0.06953658,0.088168435,0.36011508,-0.11045707,0.08104443,0.31358027,-0.1439355,0.0764799,0.26223564,-0.16639519,0.06958485,0.46508065,-0.07760172,0.0705223,0.48001033,-0.11974575,0.08259739,0.52617764,-0.13564402,0.09511709,0.56116885,-0.14537366
த,103,0.23060074,0.7398615,3.6217813e-07,0.31441462,0.6653621,-0.017579729,0.35491043,0.5730864,-0.032769002,0.40332115,0.4892199,-0.04732709,0.4462117,0.43151343,-0.066272,0.2963108,0.46952718,-0.05755351,0.29552057,0.3486033,-0.09397945,0.28646532,0.27261695,-0.11960035,0.27720165,0.20885074,-0.1391502,0.25132933,0.4759714,-0.077125244,0.22244516,0.34274524,-0.12264763,0.20334661,0.25343478,-0.16215627,0.19075574,0.17559811,-0.19168074,0.21030521,0.52129656,-0.095168956,0.17094405,0.40624022,-0.1485707,0.15498714,0.3298172,-0.18338634,0.14739163,0.259689,-0.206069,0.17930534,0.591162,-0.11121297,0.14424174,0.51942366,-0.15587528,0.16532034,0.5274144,-0.16785969,0.19058615,0.5427896,-0.17494501
