class_name,class_label,landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z
வோ,197,-0.75818384,-0.075715736,-0.119231775,-0.73190576,-0.07012897,-0.4716679,-0.62686205,-0.12811309,-0.35820162,-0.45892856,-0.20673068,-0.31789023,-0.25319424,-0.32340324,-0.13927029,-0.7031352,-0.20075817,-0.14317013,-0.69710636,-0.25464326,-0.47976452,-0.6846986,0.29430357,-0.40577963,-0.69913024,0.6442927,-0.18357638,-0.72308743,-0.24734056,-0.094948515,-0.7757605,-0.7455291,-0.25998756,-0.73782533,-0.9151112,-0.33675003,-0.7069581,-1.0307684,-0.37287474,-0.7265527,-0.26791862,-0.13874356,-0.86970466,-0.70617265,-0.17556737,-0.95387775,-0.82110935,-0.2559427,-0.9997369,-0.84414303,-0.27499112,-0.73070353,-0.24994794,-0.20699981,-0.8369115,-0.62729335,-0.058786467,-0.91501576,-0.8672942,-0.12345096,-0.96648556,-1.0116832,-0.1928728
ளூ,216,1.6357535,1.6875348,0.09908194,1.5728939,1.9155948,-0.4774598,1.4582374,1.6969967,-0.018769655,1.227002,1.3827306,0.3185998,0.90005493,0.99676156,0.42004952,1.5723771,1.8490953,-0.23081638,1.5889579,1.2984499,0.0368977,1.5569016,0.83976096,0.12617545,1.4890654,0.514756,0.063813284,1.6046182,1.7199378,-0.299676,1.5964499,0.9181221,0.059076186,1.5641559,0.37719476,-0.116954096,1.4990941,0.11768753,-0.3398659,1.6203997,1.6549518,-0.36090237,1.7053493,1.1684811,-0.5673095,1.7334437,0.7150729,-1.1859795,1.7108098,0.4585545,-1.5472962,1.6356896,1.6313783,-0.3325187,1.6210927,1.8278275,-1.0564834,1.5742435,2.0322993,-1.4970729,1.5024617,2.155299,-1.7344943
ரு,167,-0.84104425,-0.3884086,0.45721787,-0.8659607,-0.5017009,0.2527021,-0.85417616,-0.7641892,0.41655603,-0.72625387,-0.85581625,0.40154707,-0.51776695,-0.89612675,0.49941358,-0.93095756,-0.600211,0.99228996,-0.99106234,-0.42355317,0.51275915,-1.0378312,0.1270964,0.35274488,-1.0710196,0.47552463,0.4580246,-0.90963906,-0.5691538,0.93904996,-0.96737474,-0.93414235,0.6382443,-0.9917224,-1.0902883,0.46130902,-0.99503815,-1.1314814,0.43715024,-0.8979643,-0.5703964,0.7955034,-0.8669265,-0.52168167,0.3098932,-0.8178991,-0.0883312,0.3663786,-0.7813867,0.19857705,0.6173436,-0.8846319,-0.56204665,0.64027447,-0.8119942,-0.57799107,0.579398,-0.72878546,-0.1461606,0.9773844,-0.67057467,0.18732831,1.3342345
ழீ,202,-0.63613474,-0.31655985,-0.17954011,-0.656997,-0.32513806,1.0615392,-0.6358203,-0.40034884,1.2689629,-0.5391972,-0.4462106,1.314177,-0.34134713,-0.4529749,1.3107517,-0.6184156,-0.20292842,1.1018854,-0.6706439,-0.3592911,1.0443808,-0.62827355,-0.056061335,0.9446634,-0.5929483,0.24854937,0.93310964,-0.5739836,-0.23285945,1.0753198,-0.60318315,-0.54040897,1.3790203,-0.5763647,-0.6792976,1.3114914,-0.54803735,-0.70070475,1.1510724,-0.5549049,-0.3000289,1.0031273,-0.5683415,-0.6309124,1.3395976,-0.5538253,-0.8859826,1.0448326,-0.5182938,-0.97112495,0.694596,-0.5532491,-0.3585267,0.9072107,-0.59770066,-0.4815365,1.1042475,-0.6202828,-0.5257375,0.9746805,-0.62411314,-0.50167567,0.78919584
ள,211,1.5447237,1.7521989,-1.1650537,1.5407693,1.9311253,0.01460903,1.4927002,2.0183578,0.0053812335,1.5635234,1.8940756,-0.016638732,1.6621706,1.6636094,0.026656998,1.4130942,1.387212,0.6082448,1.3704325,1.0140381,0.54381657,1.283208,0.66308224,0.4485963,1.1885184,0.4659762,0.3355597,1.4727495,1.2917802,0.6178015,1.3834175,1.3392757,0.46122298,1.3345405,1.3813833,0.5015538,1.297588,1.3928463,0.6014069,1.4940996,1.3235369,0.58146757,1.34223,1.7252779,0.66908103,1.3197707,1.6936532,0.9165425,1.3306297,1.5307328,0.9997322,1.4933667,1.3817452,0.43028614,1.326414,1.8966767,0.56999916,1.286581,1.9789541,0.7108653,1.2844996,1.877058,0.8037037
தீ,106,-0.66979456,0.6830799,0.6703808,-0.39982113,0.38789612,1.5174443,-0.35729852,0.19438174,1.1235555,-0.14145851,-0.012808917,0.90632623,0.13375689,-0.24459687,0.6004496,-0.52140707,0.21375915,-0.93858695,-0.5505593,-0.29765257,-1.0976963,-0.6255564,-0.6424719,-1.3306291,-0.6607558,-0.7906404,-1.5772119,-0.5912571,0.2922615,-1.8295695,-0.7433479,-0.466622,-2.0553453,-0.8486022,-0.84618586,-2.9009025,-0.8659088,-0.99075174,-3.4951527,-0.634955,0.48810998,-2.5225375,-0.7753883,-0.26862523,-2.8972468,-0.8726969,-0.79883945,-3.9523036,-0.91076237,-1.0336773,-4.443238,-0.6293879,0.7179243,-2.8534436,-0.7307414,0.30775082,-3.2425232,-0.6814581,0.19497867,-3.7593074,-0.61639416,0.20226319,-4.085668
தௌ,114,-0.7163001,-0.5215367,0.7498619,-0.6909651,-0.50042427,-0.7914422,-0.6410173,-0.4503482,-0.9614287,-0.5000199,-0.41862598,-0.9351811,-0.25480682,-0.51817197,-1.0349478,-0.72768897,-0.116909586,-1.8557502,-0.70888007,-0.34304473,-1.7012227,-0.69017357,-0.5482733,-1.6798763,-0.63420016,-0.6191012,-1.7543977,-0.7260377,-0.12326156,-1.9488302,-0.8151007,-0.46135154,-1.9225069,-0.8541369,-0.64191407,-2.287305,-0.84758896,-0.6844579,-2.5513504,-0.7188129,-0.124296464,-1.897613,-0.81829613,-0.48017815,-2.0014625,-0.88748753,-0.815853,-2.6092205,-0.93483776,-0.9378952,-2.92426,-0.7000947,-0.12761062,-1.6720128,-0.7784831,-0.15709206,-1.9706767,-0.82548577,-0.19904391,-2.419664,-0.8703451,-0.19124334,-2.7071958
கீ,34,1.9959477,-0.12656265,0.97628504,2.0182455,-0.19565102,0.72313315,1.9251491,-0.42882878,0.7442391,1.5768803,-0.295613,0.62315696,1.1286492,-0.19047971,0.5222934,1.9641063,-0.63920146,0.5308953,1.9761178,-1.0805959,0.5494845,1.9344698,-1.275275,0.5844069,1.8732741,-1.3512869,0.56052655,1.9332076,-0.6137086,0.25271538,2.018027,-0.75946164,0.27452463,2.030919,-0.8367431,0.22648327,2.0022469,-0.8869196,0.21074815,1.911099,-0.53352123,-0.013063787,1.8572944,0.036034778,0.061185896,1.8368826,0.26414904,0.1081936,1.8187729,0.2987781,0.16389985,1.8754507,-0.4105531,-0.28438476,1.7743522,0.23997739,-0.14743587,1.7063391,0.49112123,-0.03378065,1.6547761,0.5486092,0.055648424
கே,38,1.5297754,-1.2824421,-0.5760773,1.4402255,-0.9162104,-1.051033,1.0925614,-0.6726013,-0.25243598,0.65177774,-0.6700478,0.21594688,0.27658683,-0.66359,0.48481163,1.0981245,-0.46910575,0.26211,1.0132898,-0.70774466,0.73636246,0.9405965,-0.8576614,0.9814694,0.86496645,-0.9060312,1.0770068,1.1139362,-0.65622914,0.9221865,1.249822,-0.24186742,0.7104036,1.4130702,-0.043879982,0.5945738,1.5290774,0.053393357,0.57047933,1.1299559,-0.92527974,1.5990071,1.2306204,-0.806965,1.1564287,1.3295832,-0.78709537,0.8068956,1.4178281,-0.7280348,0.65614676,1.1555716,-1.2810128,2.2084029,1.1464207,-1.5344422,1.775777,1.1211407,-1.6805702,1.3957547,1.0964653,-1.7286177,1.1700903
ளோ,221,-0.7336769,-0.19854417,-0.98821837,-0.722751,-0.31785074,0.5581742,-0.7092711,-0.55687773,0.7997884,-0.66330594,-0.7354282,0.8625842,-0.44583362,-0.85377187,0.88323575,-0.77369744,-0.29011837,0.20569812,-0.7767688,-0.37334678,0.42092896,-0.7486534,-0.5484845,0.5871,-0.68589574,-0.6223646,0.6581865,-0.77929544,-0.37901336,0.26888797,-0.7687796,0.36432868,0.036752105,-0.7597288,0.6760293,0.17759937,-0.7302485,0.82491004,0.35018522,-0.7782987,-0.37369683,0.38126212,-0.7547476,0.22986495,0.08966137,-0.7363397,0.49971157,0.32624322,-0.7031198,0.6491707,0.55327684,-0.76388025,-0.3621366,0.48610863,-0.77289027,-0.55276704,0.23791258,-0.78409714,-0.78439856,0.21976277,-0.77791226,-0.8832848,0.28691337
னூ,240,-0.42159453,-0.17796817,1.3327404,-0.37703088,-0.25050688,-0.35537282,-0.3231104,-0.26628238,-0.36657673,-0.37658903,-0.24188828,-0.45072594,-0.58588576,-0.095399424,-0.5029973,-0.47301564,-0.5884071,-0.03741176,-0.52776104,-0.8028148,-0.10240477,-0.5498217,-1.0087789,-0.17812103,-0.56870985,-1.088731,-0.2338628,-0.55649006,-0.48616686,-0.15117641,-0.7221633,-0.82245284,-0.44534445,-0.7940994,-1.0070275,-0.6377862,-0.8463591,-1.0287912,-0.62865704,-0.58450127,-0.30399996,-0.25285646,-0.43038765,-0.12663826,-0.9055371,-0.29479718,0.22360325,-0.9852194,-0.224003,0.45003664,-0.6968508,-0.577577,-0.10075404,-0.33681342,-0.39509997,0.08467556,-0.8392666,-0.24974911,0.3449082,-0.8556594,-0.14148912,0.5441972,-0.65092915
ளோ,221,1.1363096,-1.176432,-1.0892203,1.0323635,-1.5542287,0.103458524,0.86249083,-1.7000499,-0.16691706,0.52518624,-1.6374686,-0.26557395,0.1916925,-1.4396579,-0.21218416,1.1917902,-1.7749685,0.0918612,1.1237397,-1.3146176,0.047173608,1.0741987,-0.6137586,0.13514805,1.046817,-0.21760997,0.16975425,1.2115841,-1.6097908,0.29365626,1.1374239,-1.2165672,0.17838323,1.0545208,-0.52889174,0.35477987,1.0069227,-0.24793935,0.4189654,1.2186785,-1.5490067,0.47155806,1.1856936,-1.3426276,0.42271006,1.0757653,-0.83545345,0.5898009,1.0095724,-0.49983755,0.60067916,1.2173553,-1.4912614,0.6298687,1.3466103,-1.644289,0.23524773,1.4113741,-1.6615394,-0.1348115,1.4684513,-1.6121827,-0.3431366
ன்,30,1.6424807,-0.3055688,-1.4827234,1.6527809,-0.20069309,0.40474063,1.5728462,-0.1219175,0.4418228,1.6536508,-0.15041597,0.46641213,1.9163818,0.031392504,0.5813625,1.4711267,-0.6315448,1.188003,1.41816,0.116914496,1.0463092,1.5168302,0.54989904,0.9463444,1.5801568,0.5835799,0.87044245,1.4686846,-0.70390725,1.2609557,1.4163193,0.023329584,1.2941251,1.4637456,0.3407179,1.4990647,1.475688,0.36979443,1.5948503,1.4769288,-0.7569174,1.2262616,1.4407549,-0.06167578,1.3851593,1.473055,0.1765831,1.6139617,1.4871233,0.16196878,1.6235044,1.4971217,-0.8014234,1.0628785,1.4272424,-0.18414477,1.3314569,1.415355,0.12535757,1.4497088,1.4045576,0.21501619,1.4716798
இ,2,-0.8308506,-0.12252329,-0.5705576,-0.7964984,-0.5420957,1.051152,-0.66013074,-0.60166025,0.50979745,-0.4777723,-0.2986758,0.23438324,-0.50606,0.14896274,0.13320564,-0.8697651,-0.30578774,-0.4855103,-0.48046854,0.40478384,-0.2849386,-0.60361016,0.62776166,-0.018183257,-0.76334786,0.6032177,0.10267646,-0.7715767,0.15981121,-0.7344004,-0.3632876,0.68741477,-0.33201364,-0.48425126,0.65787816,0.19390525,-0.60747796,0.577302,0.36665183,-0.6669594,0.46547684,-0.9115672,-0.29805204,0.8299235,-0.2568323,-0.42468515,0.7006337,0.30811602,-0.54694533,0.5752866,0.43419468,-0.5701435,0.6487067,-1.0470412,-0.2699087,0.93318224,-0.2845544,-0.3451638,0.8775017,0.11544069,-0.44835293,0.7869964,0.18925667
ற்,29,-0.59934556,0.9373307,1.669442,-0.46272704,0.76120645,-0.6739433,-0.28421915,0.23535806,-0.100273214,-0.10246126,-0.10803942,0.08299623,0.19012444,-0.23828566,0.18920432,-0.5928343,0.19850273,0.105395384,-0.64782035,-0.4556008,0.08077783,-0.6712088,-0.8222906,0.20213549,-0.6836659,-0.9918737,0.36013106,-0.71728104,0.2167459,0.17611547,-0.9001353,-0.46414945,0.013669412,-0.9801703,-0.87550724,-0.08944107,-1.0364667,-1.0279945,0.03008792,-0.7746355,0.30575487,0.22730073,-0.7821992,0.65845025,-0.32556206,-0.67040294,0.9551185,-0.4071375,-0.5773832,1.1280162,-0.060062364,-0.79616493,0.43309587,0.22978981,-0.7431266,0.8050162,0.05526663,-0.62404126,1.0582179,0.20369367,-0.5151666,1.2101496,0.5130077
மே,146,1.4768484,2.118372,0.81726277,1.4654377,1.9613142,-0.5435267,1.4424837,1.6446995,-0.678284,1.2616599,1.2679995,-0.69695526,0.9236204,0.86434656,-0.79703957,1.6995287,1.7118373,-0.604718,1.8394283,0.9481352,-0.5328752,1.9024781,0.4000807,-0.57078564,1.9480774,0.072377495,-0.6568659,1.7527771,1.8548787,-0.7514282,1.9945023,0.842397,-0.45613414,2.1281748,0.24775499,-0.61136043,2.2062564,-0.035490375,-0.786016,1.7512338,2.0559518,-0.89772344,1.9631296,1.1487161,-0.6601558,2.1018283,0.44725043,-0.99525625,2.1772528,0.040534735,-1.2556812,1.7387751,2.2622333,-0.98865396,1.8765876,1.7593765,-0.9412772,1.9730613,1.3017044,-1.1154115,2.0172188,0.9713994,-1.2633315
றோ,233,1.7799414,-0.56266123,-2.0345993,1.7893564,-0.8882524,0.51457906,1.773242,-1.2420317,0.58552444,1.5969974,-1.37596,0.53542095,1.2834716,-1.4213051,0.57017475,1.9401702,-1.0319537,0.68044835,1.9296966,-0.793437,0.52153236,1.8908687,-0.11691786,0.58113027,1.8422656,0.32103097,0.6940803,1.8779305,-0.946525,0.7002708,1.8478203,-0.78351504,0.24875788,1.7521462,-0.115165934,0.13780947,1.6794149,0.26736662,0.17979205,1.8602811,-0.9903621,0.7054822,1.8650107,-1.1564984,0.23509313,1.7820439,-0.57186276,0.2400454,1.707795,-0.14547828,0.3770356,1.8630972,-1.0815924,0.7348638,1.9199488,-1.5828155,0.42344534,1.9575868,-1.7729439,0.2232884,1.970913,-1.8310797,0.15820508
ரீ,166,-0.7525073,0.70067555,-0.82681644,-0.65475756,1.4313304,0.27973348,-0.5021964,1.7922214,0.054811392,-0.37994784,1.4470176,0.015280637,-0.2850993,0.94983166,-0.110733,-0.18047842,2.374558,-1.1562818,0.09708885,1.8285254,-1.0582892,0.23036526,1.2520268,-0.95883584,0.3307142,0.899444,-0.901016,-0.23146084,1.8485658,-1.1382191,-0.09540112,0.94219196,-1.1317855,-0.103964046,0.4408516,-1.12203,-0.12662145,0.28277853,-1.0899416,-0.29283878,1.1861085,-1.0098475,-0.19417444,0.3513537,-1.066961,-0.19873407,-0.1172865,-1.2767441,-0.2180131,-0.2929398,-1.3273263,-0.34165555,0.5161525,-0.730785,-0.24593125,-0.17525525,-1.001525,-0.2072623,-0.61182773,-1.3398355,-0.17628655,-0.8436279,-1.4993973
ங்,14,-0.5067289,1.3338819,-2.6190267,-0.27806765,1.1860145,0.1504968,0.03798694,1.0427582,-0.32161304,0.28057563,0.79152215,-0.71678364,0.058686823,0.78046894,-0.8717568,-0.22522146,0.32099378,0.023837892,-0.0134096015,0.42399547,-0.39856493,0.03873336,1.0710257,-0.53553426,-0.0012091425,1.3914334,-0.45369104,-0.35329294,0.39257744,-0.2715958,-0.18855801,0.23243943,-0.75614935,-0.081462465,0.84764546,-0.89419675,-0.07859442,1.1964281,-0.7956568,-0.46897736,0.34827754,-0.61227304,-0.36299056,-0.18523511,-0.9063428,-0.19057783,0.34236914,-0.9554489,-0.104840435,0.7557321,-0.7675823,-0.5572799,0.27809018,-0.8964555,-0.6616143,-0.53383225,-0.72995794,-0.7368307,-0.9541697,-0.8527085,-0.8000191,-1.2156274,-0.9144996
ங்,14,1.3657687,-1.328512,-0.6166515,1.2795123,-1.2757555,0.7521511,1.211346,-0.75850934,0.30297363,1.1568698,-0.101888314,0.089463495,1.2410605,0.30789715,-0.04391803,1.1011434,-0.87588125,0.3039315,1.0244179,0.4114765,0.48972565,1.1076959,0.5799103,0.58602744,1.1399318,0.46644467,0.610932,1.1808747,-0.8020397,0.23676312,1.1002274,0.42133012,0.68981874,1.1585184,0.38956264,0.99202615,1.1416852,0.263379,1.0452025,1.2372429,-0.7824602,0.19896427,1.1675818,0.27053937,0.7996978,1.2160974,0.17450073,1.1286156,1.2200465,0.025675528,1.1219412,1.2730678,-0.78422546,0.13122657,1.207523,0.022657221,0.65106,1.225727,0.043591145,0.9114002,1.2322736,-0.026990509,0.9831184
ச,55,-0.7166898,0.47634435,0.5727382,-0.74944645,0.4075824,-0.5712186,-0.75746095,0.43218344,-0.6524324,-0.6771657,0.44292846,-0.7441248,-0.67824787,0.26748738,-0.75663716,-0.7465608,-0.07646051,0.3607138,-0.7581342,-0.117246054,-0.21036999,-0.68720466,0.1908486,-0.7072602,-0.6446957,0.46342376,-0.8493811,-0.75962245,-0.19861059,0.25742218,-0.8382223,-0.8520372,0.29791266,-0.87046385,-1.138246,-0.03921417,-0.88707525,-1.2382957,-0.28139573,-0.7819745,-0.22150281,-0.0033319825,-0.86476105,-0.95367265,0.16090676,-0.9400568,-1.3597592,-0.3285615,-0.97782964,-1.5341141,-0.6373547,-0.80545974,-0.12570465,-0.29996452,-0.8902819,-0.6560391,-0.10419409,-0.953417,-0.9534331,-0.22373231,-0.9854309,-1.1217461,-0.3251782
நா,116,-0.45941824,0.7083382,-0.08290604,-0.34394473,0.39265934,0.6264581,-0.25145796,0.34965676,-0.25947303,-0.2536526,0.29210556,-0.87310123,-0.49392304,0.6776727,-1.242496,-0.6579583,-0.02637804,-0.12606354,-0.7822331,-0.28711563,-0.34011307,-0.9147381,-0.57767814,-0.497367,-1.0262094,-0.7033225,-0.6290849,-0.70662546,0.21161573,-0.55063397,-0.3549967,0.52594537,-0.7947295,-0.27668372,0.83290637,-0.58456933,-0.3387466,0.9287734,-0.35535347,-0.6704322,0.48629192,-0.95319456,-0.31966516,0.7392986,-0.9691514,-0.2732637,0.88598007,-0.51239705,-0.34086496,0.9116118,-0.18224473,-0.6026477,0.71019924,-1.3409053,-0.316729,0.8951007,-1.021516,-0.24671026,1.0514774,-0.5840241,-0.26716724,1.144792,-0.26602894
சு,59,-0.39589012,0.77470094,0.67419356,-0.31278646,0.6081408,0.24833408,-0.13357072,0.55206126,-0.066506505,0.13347931,0.5911077,-0.29759565,0.048169967,0.55087185,-0.30804932,-0.3789591,0.31061548,0.041594617,-0.22845487,0.2420283,-0.56547153,-0.11054876,0.7498902,-0.80062497,-0.066083476,1.0685614,-0.761223,-0.42534795,0.27227646,-0.34094873,-0.48112696,-0.47249073,-0.67465025,-0.47109166,-0.8296668,-1.0959275,-0.47287133,-1.0239134,-1.3019562,-0.4662565,0.33690315,-0.77390033,-0.585418,-0.47949472,-0.8328005,-0.66817737,-0.94603735,-1.192358,-0.72410095,-1.1787735,-1.3146886,-0.4940855,0.46329162,-1.1375573,-0.61218876,-0.11035612,-0.9486362,-0.70083266,-0.47191805,-0.9898656,-0.7652284,-0.7188898,-0.9909504
னை,243,2.017419,-0.5598616,-1.1065354,2.070644,-0.6887833,0.60241354,2.0660949,-0.7278951,0.7431829,1.8313361,-0.59584564,0.7962243,1.5104898,-0.50620836,0.93953085,1.9782192,-0.7933611,1.445799,1.8966855,-0.12715782,1.353742,2.0706613,0.29795673,1.2877842,2.155822,0.28256017,1.21598,1.8604182,-0.8708377,1.6060722,1.7601987,-0.24462913,1.4741713,1.8612297,0.13632685,1.5731841,1.8998914,0.10438504,1.5882589,1.8074515,-0.9477787,1.7023689,1.7218351,-0.5489896,1.6816599,1.7938812,-0.18975069,1.9911234,1.8567333,-0.2104934,2.0077145,1.7752452,-1.0539585,1.6895355,1.6864251,-0.69007194,1.8786186,1.6811501,-0.33307788,2.0767148,1.7084309,-0.2754407,2.0937312
யோ,161,1.3862137,1.1627225,-2.0116935,1.2955033,0.89790815,0.46733403,1.1644883,0.42305228,0.60311854,0.9393929,0.096728735,0.68433875,0.68600214,-0.21203539,0.82151794,1.4722965,0.287304,0.17260006,1.3373934,0.6687359,0.3598798,1.3171122,1.1776371,0.6205198,1.2896065,1.4455286,0.7687141,1.4982861,0.41781616,0.27077103,1.355298,0.67282516,0.1427173,1.2735949,1.0200896,0.15134703,1.2028456,1.2296307,0.15768185,1.5324305,0.5162549,0.42558596,1.4521248,0.51239836,0.10919547,1.3314031,0.8177314,0.08102131,1.2228783,1.0343369,0.115219615,1.5628968,0.6066738,0.64619035,1.6753756,0.1182065,0.09804504,1.7783263,-0.20075618,-0.31030464,1.8387667,-0.40166026,-0.4886729
சு,59,-0.8610376,-1.0436864,0.501088,-0.90961343,-0.94357234,-1.8637118,-0.94237816,-0.649494,-2.4024937,-0.8544055,-0.30362433,-2.5405798,-0.7900162,-0.0801115,-2.576694,-0.81122684,-0.71486074,-2.4048483,-0.8002439,-0.29448316,-2.727329,-0.8192834,0.19491161,-2.7777708,-0.8489236,0.4870572,-2.716026,-0.7969544,-0.6754603,-2.466914,-0.864688,-0.8996154,-2.5577364,-0.87574226,-0.9334185,-2.835921,-0.87245435,-0.928366,-2.9909875,-0.8040135,-0.699155,-2.529885,-0.8757413,-1.0488057,-2.4687316,-0.9185446,-1.2375786,-2.932476,-0.93380684,-1.2960349,-3.107268,-0.797938,-0.7216707,-2.4667287,-0.853746,-0.94080913,-2.331284,-0.90059805,-1.043692,-2.6563582,-0.9339977,-1.0913736,-2.876421
றௌ,234,-0.5431984,0.06499206,0.7449883,-0.44100454,-0.24577388,0.22114053,-0.35261706,-0.6771178,0.3367747,-0.1791721,-0.8817804,0.30302766,0.06630852,-1.0082238,0.32774487,-0.5440342,-0.54954207,-0.018101946,-0.63607514,-0.8590909,-0.12990636,-0.72214794,-1.0729665,-0.0898618,-0.77846766,-1.1502737,-0.062961094,-0.648319,-0.4697942,-0.27531028,-0.77093935,-0.9292012,-0.68082935,-0.8335184,-1.2032785,-0.90494496,-0.87460184,-1.2834982,-0.904382,-0.68447495,-0.29922253,-0.48965126,-0.5313099,-0.069994606,-1.058455,-0.42042184,0.2409811,-0.9906382,-0.3678217,0.42840073,-0.6308032,-0.67735475,-0.08711156,-0.6691149,-0.508412,0.17267281,-0.9033815,-0.40000144,0.4155637,-0.7830934,-0.34489146,0.54900575,-0.5289599
ரொ,172,-0.87800777,-1.3776392,-0.12934338,-1.0512086,-1.735167,0.10885237,-1.1675454,-1.6901178,-0.2640479,-1.1257472,-1.5843242,-0.40541232,-0.9876759,-1.5498637,-0.49061725,-0.54629153,-0.5151347,-0.30745563,-0.49521896,-0.22786666,-0.3809849,-0.65282035,-0.15786108,-0.407083,-0.7713104,-0.08518103,-0.37363744,-0.4315088,-0.086870104,-0.25950333,-0.3648451,0.1339134,-0.29632083,-0.45920345,0.14163192,-0.35483167,-0.5066114,0.21734701,-0.3602947,-0.40629017,0.0787573,-0.18289033,-0.36016184,0.19026773,-0.0796738,-0.43870988,0.12397359,-0.1336011,-0.48248193,0.13790637,-0.18818176,-0.42055616,0.059769996,-0.06186954,-0.39709553,0.19067262,0.082064815,-0.40602013,0.20490931,0.06980604,-0.39740494,0.24575603,0.034919254
டெ,85,-0.15518226,-0.04503577,-0.27760026,-0.04562487,0.096911564,0.44790417,0.16722116,0.07050345,0.47227558,0.43396282,0.09558404,0.4332732,0.70708483,0.21794748,0.38275686,0.09766809,0.0014954807,0.4945955,0.12406239,-0.21179269,0.4946891,0.14534095,-0.46494547,0.5041124,0.16047968,-0.5719071,0.47041038,-0.030121677,-0.09386569,0.55054736,0.07188492,0.22569826,0.2034215,0.049034115,0.62443936,0.4241341,-0.0029311737,0.81903404,0.6911012,-0.12308719,-0.19155605,0.60022116,-0.02599197,0.228695,0.36101833,-0.03573399,0.5173104,0.71849567,-0.068477005,0.63549525,0.9808529,-0.19595112,-0.29766217,0.60472536,-0.09165701,0.08795882,0.5440975,-0.068034194,0.43231863,0.7451676,-0.071806714,0.58714867,0.91941935
ஊ,5,-0.6656822,-1.2142372,-0.5383006,-0.49332696,-0.8578706,-0.6070053,-0.2657773,-0.0064340816,-1.036364,-0.18788658,0.72197384,-1.1743027,-0.368726,1.1126447,-1.2265811,-0.37901974,-0.02926123,-1.5105048,-0.35554966,1.4500711,-1.3782692,-0.44751325,1.4301487,-1.2954777,-0.55915344,1.1680236,-1.2671388,-0.519005,-0.009786518,-1.5316952,-0.49654195,1.4304719,-1.0564779,-0.52557266,1.0857056,-0.66590565,-0.54167914,0.7695343,-0.61273813,-0.5970207,-0.013749312,-1.4920013,-0.55775416,1.28656,-0.8248575,-0.58113974,0.890731,-0.31794316,-0.5852997,0.5456375,-0.21494345,-0.6334282,-0.07416355,-1.4904947,-0.563381,1.0441068,-0.93516,-0.5622339,0.8433866,-0.6173821,-0.57679874,0.59169316,-0.5421608
மே,146,-0.6629589,0.6724849,0.28250474,-0.5106098,0.56696874,0.24159761,-0.4366016,0.41174564,0.039035942,-0.23083594,0.2325686,-0.12967515,0.042228654,0.070212565,-0.27985805,-0.51110274,0.22987214,-0.5923604,-0.5690888,-0.24431278,-0.60186666,-0.6330591,-0.552976,-0.6248566,-0.6781148,-0.7263224,-0.73440325,-0.5827805,0.27985352,-1.0122074,-0.76516604,-0.43214563,-1.1717559,-0.8254757,-0.77684325,-1.5098189,-0.8526838,-0.90832555,-1.7426775,-0.6232408,0.40743163,-1.361311,-0.77514905,-0.24892418,-1.6076041,-0.6561336,-0.1211874,-1.8069228,-0.51653403,0.066979334,-1.7847936,-0.62999094,0.5677652,-1.6010009,-0.7596785,0.1697462,-1.933806,-0.8206835,-0.09009048,-2.2582593,-0.8544414,-0.24217816,-2.3839457
டெ,85,-0.8030291,0.28947237,-0.5242138,-0.6777061,0.046204884,0.73534334,-0.49451512,-0.08025208,-0.18111531,-0.1743449,0.004781368,-0.77544683,0.21578889,0.0022100017,-1.1379615,-0.72200984,-0.41191465,-0.7946812,-0.7634903,-0.7618466,-1.03089,-0.7929046,-0.99039966,-1.1234493,-0.80733657,-1.054493,-1.2142956,-0.81118757,-0.33450162,-1.2491828,-0.5051347,0.31342834,-1.5621963,-0.43784526,0.7706097,-1.2443922,-0.47849888,0.91098994,-0.9361693,-0.8418984,-0.10386758,-1.6471974,-0.5212907,0.5460349,-1.7414154,-0.5129173,0.7710876,-1.0707085,-0.60577637,0.74810183,-0.5890869,-0.84584916,0.11746719,-1.9588146,-0.5952275,0.58339846,-1.7846271,-0.5314443,0.7657635,-1.238368,-0.56606764,0.7639708,-0.80718017
